image_path,label,score,p_cross,p0_cross,p1_cross,p_target,decision_native,decision_target,decision_target_realistic
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/006.png,1,0.4653430879116058,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/007.png,1,0.54831862449646,0.7777777777777777,0.7647058823529411,0.8235294117647058,0.02401874633860572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/008.png,1,0.6613941192626953,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/009.png,1,0.4820083677768707,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/010.png,1,0.4730957448482513,0.7017543859649124,0.6964285714285714,0.7142857142857143,0.01627516945031608,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/011.png,1,0.6555297374725342,0.8076923076923077,0.803921568627451,0.8235294117647058,0.028684701492537313,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/012.png,1,0.4501757025718689,0.6444444444444446,0.6363636363636365,0.6590909090909091,0.012584008043604811,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/013.png,1,0.4458729922771454,0.653061224489796,0.6458333333333334,0.6666666666666666,0.013062654944792364,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/014.png,1,0.6210721731185913,0.8082191780821918,0.8055555555555556,0.8194444444444444,0.028779460578444552,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/015.png,1,0.4073137044906616,0.6,0.5555555555555556,0.6666666666666666,0.01043699618158676,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/016.png,1,0.4272476434707641,0.6521739130434783,0.6444444444444445,0.6666666666666666,0.013012292914118867,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/017.png,1,0.5407649874687195,0.6965699208443272,0.6805555555555556,0.7333333333333333,0.015885199203391896,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/018.png,1,0.4526229202747345,0.6615384615384615,0.65625,0.671875,0.013556845707255178,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/019.png,1,0.5624780654907227,0.7673469387755103,0.75,0.8245614035087719,0.022665588473130938,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/020.png,1,0.4414636790752411,0.6671572234486141,0.6617647058823529,0.6779661016949152,0.013897981191116297,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/021.png,1,0.3816547393798828,0.5,0.42857142857142855,0.5714285714285714,0.006982288828337874,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_side/022.png,1,0.5033615231513977,0.7017543859649124,0.6964285714285714,0.7142857142857143,0.01627516945031608,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/000.png,1,0.4409519135951996,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/001.png,1,0.5779476761817932,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/002.png,1,0.5419716835021973,0.7777777777777777,0.7647058823529411,0.8235294117647058,0.02401874633860572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/003.png,1,0.4261252582073211,0.6444444444444446,0.6363636363636365,0.6590909090909091,0.012584008043604811,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/004.png,1,0.3406559824943542,0.4974874371859297,0.3333333333333333,0.66,0.006912948622093845,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/005.png,1,0.8130995035171509,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/006.png,1,0.7277635335922241,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/007.png,1,0.7324967384338379,0.8103448275862069,0.8070175438596491,0.8245614035087719,0.02916691893200943,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/008.png,1,0.6337156295776367,0.8076923076923077,0.803921568627451,0.8235294117647058,0.028684701492537313,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/009.png,1,0.5329206585884094,0.7499999999999999,0.7368421052631579,0.7894736842105263,0.020658380920389637,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/010.png,1,0.5523785948753357,0.7235467980295567,0.6805555555555556,0.8360655737704918,0.0180703347378516,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/011.png,1,0.5439984798431396,0.6965699208443272,0.6805555555555556,0.7333333333333333,0.015885199203391896,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/012.png,1,0.5115534663200378,0.6671572234486141,0.6617647058823529,0.6779661016949152,0.013897981191116297,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/013.png,1,0.747161865234375,0.8113207547169812,0.8076923076923077,0.8269230769230769,0.029347627053751275,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/014.png,1,0.5023518800735474,0.6779661016949153,0.6724137931034483,0.6896551724137931,0.014586983785322296,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/015.png,1,0.5337948203086853,0.7777777777777777,0.7647058823529411,0.8235294117647058,0.02401874633860572,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/016.png,1,0.4587534666061401,0.6909090909090909,0.6851851851851852,0.7037037037037037,0.01547400307890947,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/017.png,1,0.4256613552570343,0.6521739130434783,0.6444444444444445,0.6666666666666666,0.013012292914118867,escalate,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/018.png,1,0.5360302925109863,0.6965699208443272,0.6805555555555556,0.7333333333333333,0.015885199203391896,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/019.png,1,0.678392231464386,0.8392857142857143,0.8363636363636363,0.8545454545454545,0.03541888762268867,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/020.png,1,0.6705511808395386,0.7966101694915254,0.7931034482758621,0.8103448275862069,0.026801485417043344,fail,pass,escalate
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/021.png,1,0.4074161052703857,0.5714285714285715,0.5,0.6666666666666666,0.009288101036416153,escalate,pass,pass
/Users/hermes/Agentic Adjudication Layer  for Industrial Visual Quality Inspection/datasets/mvtec/screw/test/thread_top/022.png,1,0.605644166469574,0.8243064729194187,0.8205128205128205,0.8421052631578947,0.03193580882453904,fail,pass,escalate
